Year,Artist
2016,Nothing but Thieves
2016,Palace
2016,Jake Bugg
2016,Mac DeMarco
2016,Of Monsters and Men
2016,Band of Horses
2016,Bat for Lashes
2016,Mystery Jets
2016,Matt Corby
2016,Tired Lion
2016,She Drew the Gun
2016,Richard Hawley
2016,Savages
2016,Ronnie Spector
2016,Daughter
2016,Ezra Furman
2016,Unknown Mortal Orchestra
2016,Nao
2016,Night Beats
2016,Declan McKenna
2016,Gwenno Saunders
2016,Philip Glass'Heroes Symphony
2016,Mercury Rev
2016,Floating Points
2016,Ernest Ranglin & Friends
2016,Kurt Vile
2016,Jagwar Ma
2016,Lady Leshurr
2016,Izzy Bizu
2016,Cat's Eyes
2016,Car Seat Headrest
2016,Grimes
2016,Guy Garvey
2016,Saint Etienne
2016,Kwabs
2016,Nathaniel Rateliff & The Night Sweats
2016,Hinds
2016,C Duncan
2016,Holly Macve
2016,Khruangbin
2016,Radiohead
2016,The xx
2016,Royal Blood
2016,Kris Kristofferson
2016,First Aid Kit
2016,Blossoms
2016,Paul Carrack
2016,"Hacienda Classical –Graeme Park,Mike Pickering&Manchester Camerata Orchestra+ special guests"
2016,Foo Fighters
2016,The National
2016,Katy Perry
2016,Run The Jewels
2016,Craig David
2016,Jools Holland & His Rhythm & Blues Orchestra
2016,Vieux Farka Touré
2016,The Bootleg Beatleswith The Pepperland Sinfonia
2016,Ed Sheeran
2016,Biffy Clyro
2016,Chic
2016,Barry Gibb
2016,Laura Marling
2016,Jamie Cullum
2016,Orchestra Baobab
2016,Black Dyke Band
2016,Major Lazer
2016,Lorde
2016,George Ezra
2016,Halsey
2016,Glass Animals
2016,Circa Waves
2016,Nothing But Thieves
2016,Charli XCX
2016,The Pretenders
2016,Alt-J
2016,Stormzy
2016,Wiley
2016,Liam Gallagher
2016,Kaiser Chiefs
2016,Wild Beasts
2016,British Sea Power
2016,Whitney
2016,Gabrielle Aplin
2016,Boy Better Know
2016,Emeli Sandé
2016,The Courteeners
2016,HAIM
2016,Kodaline
2016,Rag'n'Bone Man
2016,Dropkick Murphys
2016,Deaf Havana
2016,Slaves
2016,Dizzee Rascal
2016,Anderson Paak& The Free Nationals
2016,Little Dragon
2016,Kae Tempest
2016,Pat Thomas& The Kwashibu Area Band
2016,Ata Kak
2016,Henry Wupresents TheKamaal Williams Ensemble
2016,Hot 8 Brass Band
2016,The Jacksons
2016,Solange
2016,The Avalanches
2016,Toots & The Maytals
2016,Badbadnotgood
2016,Thundercat
2016,Afriquoi
2016,Khruangbin
2016,Justice
2016,Moderat
2016,The Cinematic Orchestra
2016,Shaggy
2016,Oumou Sangaré
2016,Yorkston/Thorne/Khan
2016,Ryley Walker
2016,House Gospel Choir
2016,Annie Mac
2016,Clean Bandit
2016,Future Islands
2016,Ride
2016,Declan McKenna
2016,The Lemon Twigs
2016,Dua Lipa
2016,Black Honey
2016,Rews
2016,Dam
2016,Phoenix
2016,Father John Misty
2016,DJ Shadow
2016,Tove Lo
2016,Loyle Carner
2016,Cabbage
2016,The Amazons
2016,Inheaven
2016,Maggie Rogers
2016,Josh Barry
2016,Metronomy
2016,London Grammar
2016,Goldfrapp
2016,"The Killers(secret show, listed in programme as TBA)"
2016,Frank Carter and the Rattlesnakes
2016,King Gizzard and the Lizard Wizard
2016,Real Estate
2016,Sundara Karma
2016,October Drift
2016,The Flaming Lips
2016,Sleaford Mods
2016,Elbow(secret band originally billed as 'TBA')
2016,Angel Olsen
2016,Mark Lanegan
2016,Hamilton Leithauser
2016,Margo Price
2016,Bo Ningen
2016,Georgia
2016,Warpaint
2016,Joe Goddard
2016,Songhoy Blues
2016,Temples
2016,Nadia Rose
2016,Sigrid
2016,The Moonlandingz
2016,Amber Arcades
2016,Kelsey Lu
2016,Kano
2016,Sampha
2016,Nick Mulvey
2016,Lisa Hannigan
2016,Julia Jacklin
2016,All We Are
2016,Dr. Dog
2016,She Drew the Gun
2016,Avalonian Choir
2016,Stormzy[A]
2016,George Ezra
2016,Lauryn Hill
2016,Bastille[B]
2016,Sheryl Crow
2016,Tom Odell
2016,Björn Again
2016,The Killers[C]
2016,Liam Gallagher
2016,Janet Jackson
2016,Hozier
2016,Anne-Marie
2016,Carrie Underwood
2016,The Proclaimers
2016,The Cure
2016,Vampire Weekend
2016,Miley Cyrus[E]
2016,Kylie Minogue[D]
2016,Years & Years
2016,Mavis Staples
2016,Tame Impala
2016,Two Door Cinema Club
2016,The Charlatans
2016,The Lumineers
2016,Mac Demarco
2016,The Wombats
2016,MØ
2016,The Vaccines
2016,The Chemical Brothers
2016,Courteeners
2016,Sigrid
2016,Johnny Marr
2016,Lewis Capaldi
2016,Maggie Rogers
2016,Fantastic Negrito
2016,The Cat Empire
2016,Christine and the Queens
2016,Dave
2016,Billie Eilish
2016,Loyle Carner
2016,Bring Me the Horizon
2016,Babymetal
2016,Slaves
2016,Circa Waves
2016,SK Shlomo
2016,Jon Hopkins
2016,Jorja Smith
2016,Maribou State
2016,The Comet Is Coming
2016,BCUC
2016,Swindle
2016,Acid Mothers Temple
2016,The Mauskovic Dance Band
2016,Wu-Tang Clan
2016,Jungle
2016,Neneh Cherry
2016,Lizzo
2016,Slowthai
2016,Ezra Collective
2016,Grupo Magnetico
2016,The Turbans (music group)
2016,Janelle Monáe
2016,Kamasi Washington
2016,Roy Ayers
2016,Fatoumata Diawara
2016,This Is the Kit
2016,Jeff Goldblum
2016,Hollie Cook
2016,KOKOROKO
2016,Interpol
2016,Pale Waves
2016,Aurora
2016,Rosalía
2016,Pond
2016,Goat Girl
2016,Mahalia
2016,Pip Blom
2016,Sean Paul
2016,Bugzy Malone
2016,Sharon Van Etten
2016,Low
2016,Freya Ridings
2016,Shura
2016,Gerry Cinnamon
2016,She Drew the Gun
2016,Swimming Girls
2016,The Streets
2016,Friendly Fires
2016,Stefflon Don
2016,Tom Walker
2016,Dermot Kennedy
2016,Octavian
2016,Alma
2016,Eyre Llew
2016,Cat Power
2016,Michael Kiwanuka
2016,Idles
2016,SOAK
2016,King Princess
2016,Lukas Nelson & Promise of the Real
2016,Georgia
2016,Steam Down
2016,Lankum
2016,Hot Chip
2016,Kae Tempest
2016,Kurt Vileand theViolators
2016,Foals(Originally billed as TBA)
2016,Sons of Kemet
2016,Love Unlimited Orchestra
2016,Mattiel
2016,Ama Lou
2016,Vampire Weekend(Originally billed as TBA)
2016,Rex Orange County
2016,Little Simz
2016,"The Good, the Bad & the Queen"
2016,Fat White Family
2016,Palace
2016,Koffee
2016,Jessie Buckley
2016,Black Peaches
2016,"Glastonbury in the 90s, narrated bySkinfromSkunk Anansie"
2016,Radiohead(1997)
2016,R.E.M.(1999)
2016,Glastonbury in the 21st Century – performances since 2000
2016,Kylie Minogue(2019)
2016,Arctic Monkeys(2013)
2016,"Glastonbury Legends – includingPaul McCartney,Paul Simon,Kylie Minogue, andMadness"
2016,Live at Worthy Farm: Backstage – narrated byJo Whiley
2016,"Live at Worthy Farm – highlights from the 2021 live-stream includingColdplay,HAIM, andDamon Albarn"
2016,Al Green(1999)
2016,"Best of Glastonbury 1998 – includingPrimal Scream,James,Foo Fighters,The Lightning Seeds,Blur,Robbie Williams"
2016,"Best of Glastonbury 1999 – including R.E.M.,The Beautiful South,Blondie, andBarenaked Ladies"
2016,"Best of Glastonbury 2003 – includingManic Street Preachers, R.E.M.,Radiohead,Macy Gray, and theSugababes"
2016,Iggy PopandThe Stooges(2007)
2016,"Glastonbury 2017 – includingRadiohead,Foo Fighters, andEd Sheeran; hosted byJo WhileyandMark Radcliffe"
2016,Fela Kuti(1984)
2016,Billie Eilish
2016,Sam Fender
2016,Robert Plant&Alison Krauss
2016,Wolf Alice
2016,Crowded House
2016,Rufus Wainwright
2016,Ziggy Marley
2016,Paul McCartney
2016,Noel Gallagher's High Flying Birds
2016,Haim
2016,Greta Thunberg
2016,AJ Tracey
2016,Easy Life
2016,Joy Crookes
2016,Les Amazones D'Afrique
2016,Kendrick Lamar
2016,Lorde
2016,Elbow
2016,Diana Ross
2016,Herbie Hancock
2016,Dakhabrakha
2016,Black Dyke Band
2016,Foals
2016,St. Vincent
2016,Idles
2016,Supergrass
2016,First Aid Kit
2016,Blossoms
2016,Kae Tempest
2016,The Libertines
2016,Megan Thee Stallion
2016,Burna Boy
2016,Olivia Rodrigo
2016,Glass Animals
2016,Metronomy
2016,Skunk Ananise
2016,Tems
2016,Hak Baker
2016,Pet Shop Boys
2016,Years & Years
2016,Kacey Musgraves
2016,Fontaines DC
2016,Declan McKenna
2016,Lianne La Havas
2016,Sea Girls
2016,Kojey Radical
2016,Little Simz
2016,Bonobo
2016,Seun Kuti& Egypt 80
2016,TLC
2016,Sleaford Mods
2016,Greentea Peng
2016,Arooj Aftab
2016,Nubiyan Twist
2016,Roisin Murphy
2016,Caribou
2016,Leon Bridges
2016,Celeste
2016,Yves Tumor
2016,Black Midi
2016,Brass Against
2016,Kikagaku Moyo
2016,Bicep
2016,Angelique Kidjo
2016,Koffee
2016,Snarky Puppy
2016,Nubya Garcia
2016,Nightmares On Wax
2016,Emma-Jean Thackray
2016,Ishmael Ensemble
2016,Primal Scream
2016,The Jesus and Mary Chain
2016,Phoebe Bridgers
2016,Sigrid
2016,Girl In Red
2016,Inhaler
2016,Griff
2016,Bad Boy Chiller Crew
2016,English Teacher
2016,Jamie T
2016,Yungblud
2016,Ghetts
2016,Pa Salieu
2016,Beabadoobee
2016,Self Esteem
2016,Holly Humberstone
2016,Enny
2016,Go_A
2016,Charli XCX
2016,Little Dragon
2016,Turnstile
2016,Amyl and the Sniffers
2016,Clairo
2016,George Ezra(billed as TBA)
2016,Sports Team
2016,Just Mustard
2016,Four Tet
2016,Khruangbin
2016,Saint Etienne
2016,Arlo Parks
2016,Dry Cleaning
2016,Confidence Man
2016,Wet Leg
2016,Orlando Weeks
2016,Matilda Mann
2016,Jessie Ware
2016,Mitski
2016,The Avalanches
2016,Big Thief
2016,Squid
2016,Sampa The Great
2016,Gabriels
2016,Katy J Pearson
2016,Yasmin Williams
2016,Courtney Barnett
2016,Jarv Is...
2016,Jack White(billed as TBA)
2016,Caroline Polachek
2016,Cate Le Bon
2016,Warmduscher
2016,Big Joanie
2016,Deep Throat Choir
2016,Arctic Monkeys
2016,Royal Blood
2016,"Foo Fighters(billed as ""The Churnups"")[30]"
2016,Texas
2016,Stefflon Don
2016,Maisie Peters
2016,The Master Musicians of Joujouka
2016,Guns N' Roses
2016,Lizzo
2016,Lewis Capaldi
2016,Aitch
2016,Amadou & Mariam
2016,Raye
2016,Rick Astley
2016,Elton John
2016,Lil Nas X
2016,Blondie
2016,Yusuf / Cat Stevens
2016,The Chicks
2016,Sophie Ellis-Bextor
2016,Bristol Reggae Orchestra andWindrush Choir[31]
2016,Wizkid
2016,Fred Again..
2016,Chvrches
2016,Krept and Konan
2016,Carly Rae Jepsen
2016,The Lightning Seeds
2016,The Hives
2016,Ben Howard
2016,Lana Del Rey
2016,Central Cee
2016,Manic Street Preachers
2016,Maggie Rogers
2016,Generation Sex
2016,Tom Grennan
2016,The Lathums
2016,The Unthanks
2016,Queens of the Stone Age
2016,The War on Drugs
2016,Becky Hill
2016,Dermot Kennedy
2016,The Teskey Brothers
2016,Nova Twins
2016,Japanese Breakfast
2016,The Joy
2016,Kelis
2016,Young Fathers
2016,Joey Bada$$
2016,Gabriels
2016,Louis Cole
2016,ADG7
2016,Yaya Bey
2016,Star Feminine Band
2016,Loyle Carner
2016,Mahalia
2016,Ezra Collective
2016,Jacob Collier
2016,Third World
2016,Sudan Archives
2016,Kanda Bongo Man
2016,Say She She
2016,Rudimental
2016,Candi Staton
2016,Barrington Levy
2016,The Hu
2016,Speakers Corner Quartet
2016,"Black Country, New Road"
2016,Beth Orton
2016,Skinny Pelembe
2016,Hot Chip
2016,Warpaint
2016,Hozier(billed as TBA)
2016,Courteeners
2016,Pale Waves
2016,Digga D
2016,Flo
2016,Bru-C
2016,The Sixsters
2016,Christine & The Queens
2016,Rina Sawayama
2016,Maneskin
2016,Rick Astley&BlossomsperformThe Smiths(billed as TBA)
2016,Shame
2016,The Murder Capital
2016,Working Men's Club
2016,Wunderhorse
2016,The Last Dinner Party
2016,Phoenix
2016,Caroline Polachek
2016,Editors
2016,Slowdive
2016,Cat Burns
2016,The Big Moon
2016,CMAT
2016,The Love Buzz
2016,Fever Ray
2016,Sparks
2016,Shygirl
2016,The Comet Is Coming
2016,Unknown Mortal Orchestra
2016,Billy Nomates
2016,Los Bitchos
2016,Alabaster DePlume
2016,Adwaith
2016,Fatboy Slim
2016,Leftfield
2016,The Pretenders
2016,Tinariwen
2016,Obongjayar
2016,Jockstrap
2016,Flohio
2016,James Ellis Ford
2016,Max Richter
2016,alt-J
2016,Thundercat
2016,Alison Goldfrapp
2016,Viagra Boys
2016,Weyes Blood
2016,Charlotte Adigery&Bolis Pupul
2016,Gwenno
2016,John Francis Flynn
2016,Dua Lipa
2016,LCD Soundsystem
2016,PJ Harvey
2016,Paul Heaton
2016,Seventeen
2016,Olivia Dean
2016,Squeeze
2016,Coldplay
2016,Little Simz
2016,Michael Kiwanuka
2016,Keane
2016,Cyndi Lauper
2016,Ayra Starr
2016,Femi Kuti
2016,SZA
2016,Burna Boy
2016,Janelle Monae
2016,Shania Twain
2016,Paloma Faith
2016,Seasick Steve
2016,Interlinked byBirmingham Royal Ballet
2016,Idles
2016,D-Block Europe
2016,Anne Marie
2016,Bombay Bicycle Club
2016,Confidence Man
2016,Headie One
2016,The Snuts
2016,Annie Mac
2016,Disclosure
2016,The Streets
2016,Camilla Cabello
2016,Bloc Party
2016,The Last Dinner Party
2016,Tems
2016,The Staves
2016,Jamie Webster
2016,The National
2016,Two Door Cinema Club
2016,Avril Lavigne
2016,Nothing But Thieves
2016,James
2016,Soft Play
2016,Rachel Chinouriri
2016,The Zutons
2016,Jungle
2016,Heilung
2016,Danny Brown
2016,Sugababes
2016,Noname
2016,Squid
2016,Asha Puthli
2016,Sofia Kourtesis
2016,Jessie Ware
2016,Masego
2016,Black Pumas
2016,Nitin Sawhney
2016,Corrine Bailey Rae
2016,Alogte Oho & His Sounds of Joy
2016,The Skatalites
2016,47SOUL
2016,Justice
2016,Nia Archives
2016,Brittany Howard
2016,Jordan Rakei
2016,Steel Pulse
2016,Balming Tiger
2016,Jalen Ngonda
2016,Matthew Halsall
2016,Jamie XX
2016,Sampha
2016,Declan McKenna
2016,Arlo Parks
2016,The Vaccines
2016,Kenya Grace
2016,Remi Wolf
2016,Lambrini Girls
2016,Voice of Braceprot
2016,Gossip
2016,Sleaford Mods
2016,Yard Act
2016,Kasabian(billed as TBA)
2016,Fat White Family
2016,Soccer Mommy
2016,Mannequin Pussy
2016,High Vis
2016,Kneecap
2016,James Blake
2016,Romy
2016,Kim Gordon
2016,Alvvays
2016,Blondshell
2016,NewDad
2016,The K's
2016,Jayhadadream (ETC Competition Winner)
2016,Fontaines D.C.
2016,King Krule
2016,Aurora
2016,Dexys
2016,This Is The Kit
2016,The Mary Wallopers
2016,Barry Can't Swim
2016,Moonchild Sanelly
2016,Lynks
2016,Peggy Gou
2016,Orbital
2016,The Breeders
2016,Lankum
2016,Arooj Aftab
2016,Otoboke Beaver
2016,Bar Italia
2016,Kara Jackson
2016,Johnny Flynn
2016,London Grammar
2016,Ghetts
2016,Mount Kimbie
2016,Baxter Dury
2016,Mdou Moctar
2016,Psychedelic Porn Crumpets
2016,Lime Garden
2016,Problem Patterns
2016,The 1975
2016,Biffy Clyro
2016,Alanis Morissette
2016,Lewis Capaldi(billed as TBA)
2016,Burning Spear
2016,CMAT
2016,Supergrass
2016,Neil Young and the Chrome Hearts
2016,Raye
2016,"Pulp(billed as ""Patchwork"")"
2016,John Fogerty
2016,The Script
2016,Brandi Carlile
2016,Kaiser Chiefs
2016,Olivia Rodrigo
2016,Noah Kahan
2016,Nile Rodgers&Chic
2016,Rod Stewart
2016,The Libertines
2016,Celeste
2016,The Selecter
2016,Loyle Carner
2016,Busta Rhymes
2016,Gracie Abrams
2016,Franz Ferdinand
2016,Wet Leg
2016,Inhaler
2016,Rizzle Kicks
2016,Fabio&Grooveriderand the Outlook Orchestra
2016,Charli XCX
2016,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2016,Ezra Collective
2016,Amyl & The Sniffers
2016,Weezer
2016,Beabadoobee
2016,Good Neighbours
2016,Alessi Rose
2016,The Prodigy
2016,Wolf Alice
2016,Snow Patrol
2016,Turnstile
2016,Joy Crookes
2016,Shaboozey
2016,Nadine Shah
2016,Louis Dunford
2016,Maribou State
2016,Badbadnotgood
2016,Denzel Curry
2016,En Vogue
2016,Vieux Farka Toure
2016,Glass Beams
2016,Ca7riel & Paco Amoroso
2016,corto.alto
2016,Doechii
2016,Amaarae
2016,Greentea Peng
2016,Yussef Dayes
2016,Kneecap
2016,Bob Vylan
2016,Nilüfer Yanya
2016,Infinity Song
2016,Overmono
2016,Parcels
2016,The Brian Jonestown Massacre
2016,GOAT
2016,Black Uhuru
2016,Cymande
2016,Abel Selaocoeand the Bantu Ensemble
2016,Thandii
2016,Four Tet
2016,Floating Points
2016,PinkPantheress
2016,Blossoms
2016,Lola Young
2016,Shed Seven
2016,Fat Dog
2016,Myles Smith
2016,Lorde(billed as TBA)
2016,Scissor Sisters
2016,Tom Odell
2016,Father John Misty
2016,TV On The Radio
2016,Nova Twins
2016,JADE
2016,Fcukers
2016,Sorry
2016,The Amazons
2016,Jorja Smith
2016,AJ Tracey
2016,St. Vincent
2016,"Black Country, New Road"
2016,Djo
2016,Sprints
2016,Gurriers
2016,Westside Cowboy (ETC Competition Winner)
2016,Anohni and the Johnsons
2016,Self Esteem
2016,Wunderhorse
2016,Osees
2016,English Teacher
2016,Faye Webster
2016,Jalen Ngonda
2016,John Glacier
2016,Horsegirl
2016,Caribou
2016,Beth Gibbons
2016,Haim(billed as TBA)
2016,Gary Numan
2016,Pa Salieu
2016,Lucy Dacus
2016,Japanese Breakfast
2016,Ichiko Aoba
2016,Yann Tiersen
2016,The Maccabees
2016,Future Islands
2016,Kae Tempest
2016,Girl In Red
2016,Royel Otis
2016,Katy J Pearson
2016,Geordie Greep
2016,Melin Melyn
2016,Glastonbury 2008 previewat UKEvents.net
2016,eFestivals.com Glastonbury 2008 lineup rumours
2016,The Archive: a history of UK rock festivals
2017,Radiohead
2017,The xx
2017,Royal Blood
2017,Kris Kristofferson
2017,First Aid Kit
2017,Blossoms
2017,Paul Carrack
2017,"Hacienda Classical –Graeme Park,Mike Pickering&Manchester Camerata Orchestra+ special guests"
2017,Foo Fighters
2017,The National
2017,Katy Perry
2017,Run The Jewels
2017,Craig David
2017,Jools Holland & His Rhythm & Blues Orchestra
2017,Vieux Farka Touré
2017,The Bootleg Beatleswith The Pepperland Sinfonia
2017,Ed Sheeran
2017,Biffy Clyro
2017,Chic
2017,Barry Gibb
2017,Laura Marling
2017,Jamie Cullum
2017,Orchestra Baobab
2017,Black Dyke Band
2017,Major Lazer
2017,Lorde
2017,George Ezra
2017,Halsey
2017,Glass Animals
2017,Circa Waves
2017,Nothing But Thieves
2017,Charli XCX
2017,The Pretenders
2017,Alt-J
2017,Stormzy
2017,Wiley
2017,Liam Gallagher
2017,Kaiser Chiefs
2017,Wild Beasts
2017,British Sea Power
2017,Whitney
2017,Gabrielle Aplin
2017,Boy Better Know
2017,Emeli Sandé
2017,The Courteeners
2017,HAIM
2017,Kodaline
2017,Rag'n'Bone Man
2017,Dropkick Murphys
2017,Deaf Havana
2017,Slaves
2017,Dizzee Rascal
2017,Anderson Paak& The Free Nationals
2017,Little Dragon
2017,Kae Tempest
2017,Pat Thomas& The Kwashibu Area Band
2017,Ata Kak
2017,Henry Wupresents TheKamaal Williams Ensemble
2017,Hot 8 Brass Band
2017,The Jacksons
2017,Solange
2017,The Avalanches
2017,Toots & The Maytals
2017,Badbadnotgood
2017,Thundercat
2017,Afriquoi
2017,Khruangbin
2017,Justice
2017,Moderat
2017,The Cinematic Orchestra
2017,Shaggy
2017,Oumou Sangaré
2017,Yorkston/Thorne/Khan
2017,Ryley Walker
2017,House Gospel Choir
2017,Annie Mac
2017,Clean Bandit
2017,Future Islands
2017,Ride
2017,Declan McKenna
2017,The Lemon Twigs
2017,Dua Lipa
2017,Black Honey
2017,Rews
2017,Dam
2017,Phoenix
2017,Father John Misty
2017,DJ Shadow
2017,Tove Lo
2017,Loyle Carner
2017,Cabbage
2017,The Amazons
2017,Inheaven
2017,Maggie Rogers
2017,Josh Barry
2017,Metronomy
2017,London Grammar
2017,Goldfrapp
2017,"The Killers(secret show, listed in programme as TBA)"
2017,Frank Carter and the Rattlesnakes
2017,King Gizzard and the Lizard Wizard
2017,Real Estate
2017,Sundara Karma
2017,October Drift
2017,The Flaming Lips
2017,Sleaford Mods
2017,Elbow(secret band originally billed as 'TBA')
2017,Angel Olsen
2017,Mark Lanegan
2017,Hamilton Leithauser
2017,Margo Price
2017,Bo Ningen
2017,Georgia
2017,Warpaint
2017,Joe Goddard
2017,Songhoy Blues
2017,Temples
2017,Nadia Rose
2017,Sigrid
2017,The Moonlandingz
2017,Amber Arcades
2017,Kelsey Lu
2017,Kano
2017,Sampha
2017,Nick Mulvey
2017,Lisa Hannigan
2017,Julia Jacklin
2017,All We Are
2017,Dr. Dog
2017,She Drew the Gun
2017,Avalonian Choir
2017,Stormzy[A]
2017,George Ezra
2017,Lauryn Hill
2017,Bastille[B]
2017,Sheryl Crow
2017,Tom Odell
2017,Björn Again
2017,The Killers[C]
2017,Liam Gallagher
2017,Janet Jackson
2017,Hozier
2017,Anne-Marie
2017,Carrie Underwood
2017,The Proclaimers
2017,The Cure
2017,Vampire Weekend
2017,Miley Cyrus[E]
2017,Kylie Minogue[D]
2017,Years & Years
2017,Mavis Staples
2017,Tame Impala
2017,Two Door Cinema Club
2017,The Charlatans
2017,The Lumineers
2017,Mac Demarco
2017,The Wombats
2017,MØ
2017,The Vaccines
2017,The Chemical Brothers
2017,Courteeners
2017,Sigrid
2017,Johnny Marr
2017,Lewis Capaldi
2017,Maggie Rogers
2017,Fantastic Negrito
2017,The Cat Empire
2017,Christine and the Queens
2017,Dave
2017,Billie Eilish
2017,Loyle Carner
2017,Bring Me the Horizon
2017,Babymetal
2017,Slaves
2017,Circa Waves
2017,SK Shlomo
2017,Jon Hopkins
2017,Jorja Smith
2017,Maribou State
2017,The Comet Is Coming
2017,BCUC
2017,Swindle
2017,Acid Mothers Temple
2017,The Mauskovic Dance Band
2017,Wu-Tang Clan
2017,Jungle
2017,Neneh Cherry
2017,Lizzo
2017,Slowthai
2017,Ezra Collective
2017,Grupo Magnetico
2017,The Turbans (music group)
2017,Janelle Monáe
2017,Kamasi Washington
2017,Roy Ayers
2017,Fatoumata Diawara
2017,This Is the Kit
2017,Jeff Goldblum
2017,Hollie Cook
2017,KOKOROKO
2017,Interpol
2017,Pale Waves
2017,Aurora
2017,Rosalía
2017,Pond
2017,Goat Girl
2017,Mahalia
2017,Pip Blom
2017,Sean Paul
2017,Bugzy Malone
2017,Sharon Van Etten
2017,Low
2017,Freya Ridings
2017,Shura
2017,Gerry Cinnamon
2017,She Drew the Gun
2017,Swimming Girls
2017,The Streets
2017,Friendly Fires
2017,Stefflon Don
2017,Tom Walker
2017,Dermot Kennedy
2017,Octavian
2017,Alma
2017,Eyre Llew
2017,Cat Power
2017,Michael Kiwanuka
2017,Idles
2017,SOAK
2017,King Princess
2017,Lukas Nelson & Promise of the Real
2017,Georgia
2017,Steam Down
2017,Lankum
2017,Hot Chip
2017,Kae Tempest
2017,Kurt Vileand theViolators
2017,Foals(Originally billed as TBA)
2017,Sons of Kemet
2017,Love Unlimited Orchestra
2017,Mattiel
2017,Ama Lou
2017,Vampire Weekend(Originally billed as TBA)
2017,Rex Orange County
2017,Little Simz
2017,"The Good, the Bad & the Queen"
2017,Fat White Family
2017,Palace
2017,Koffee
2017,Jessie Buckley
2017,Black Peaches
2017,"Glastonbury in the 90s, narrated bySkinfromSkunk Anansie"
2017,Radiohead(1997)
2017,R.E.M.(1999)
2017,Glastonbury in the 21st Century – performances since 2000
2017,Kylie Minogue(2019)
2017,Arctic Monkeys(2013)
2017,"Glastonbury Legends – includingPaul McCartney,Paul Simon,Kylie Minogue, andMadness"
2017,Live at Worthy Farm: Backstage – narrated byJo Whiley
2017,"Live at Worthy Farm – highlights from the 2021 live-stream includingColdplay,HAIM, andDamon Albarn"
2017,Al Green(1999)
2017,"Best of Glastonbury 1998 – includingPrimal Scream,James,Foo Fighters,The Lightning Seeds,Blur,Robbie Williams"
2017,"Best of Glastonbury 1999 – including R.E.M.,The Beautiful South,Blondie, andBarenaked Ladies"
2017,"Best of Glastonbury 2003 – includingManic Street Preachers, R.E.M.,Radiohead,Macy Gray, and theSugababes"
2017,Iggy PopandThe Stooges(2007)
2017,"Glastonbury 2017 – includingRadiohead,Foo Fighters, andEd Sheeran; hosted byJo WhileyandMark Radcliffe"
2017,Fela Kuti(1984)
2017,Billie Eilish
2017,Sam Fender
2017,Robert Plant&Alison Krauss
2017,Wolf Alice
2017,Crowded House
2017,Rufus Wainwright
2017,Ziggy Marley
2017,Paul McCartney
2017,Noel Gallagher's High Flying Birds
2017,Haim
2017,Greta Thunberg
2017,AJ Tracey
2017,Easy Life
2017,Joy Crookes
2017,Les Amazones D'Afrique
2017,Kendrick Lamar
2017,Lorde
2017,Elbow
2017,Diana Ross
2017,Herbie Hancock
2017,Dakhabrakha
2017,Black Dyke Band
2017,Foals
2017,St. Vincent
2017,Idles
2017,Supergrass
2017,First Aid Kit
