Year,Artist
2022,Brass Against
2022,Kikagaku Moyo
2022,Bicep
2022,Angelique Kidjo
2022,Koffee
2022,Snarky Puppy
2022,Nubya Garcia
2022,Nightmares On Wax
2022,Emma-Jean Thackray
2022,Ishmael Ensemble
2022,Primal Scream
2022,The Jesus and Mary Chain
2022,Phoebe Bridgers
2022,Sigrid
2022,Girl In Red
2022,Inhaler
2022,Griff
2022,Bad Boy Chiller Crew
2022,English Teacher
2022,Jamie T
2022,Yungblud
2022,Ghetts
2022,Pa Salieu
2022,Beabadoobee
2022,Self Esteem
2022,Holly Humberstone
2022,Enny
2022,Go_A
2022,Charli XCX
2022,Little Dragon
2022,Turnstile
2022,Amyl and the Sniffers
2022,Clairo
2022,George Ezra(billed as TBA)
2022,Sports Team
2022,Just Mustard
2022,Four Tet
2022,Khruangbin
2022,Saint Etienne
2022,Arlo Parks
2022,Dry Cleaning
2022,Confidence Man
2022,Wet Leg
2022,Orlando Weeks
2022,Matilda Mann
2022,Jessie Ware
2022,Mitski
2022,The Avalanches
2022,Big Thief
2022,Squid
2022,Sampa The Great
2022,Gabriels
2022,Katy J Pearson
2022,Yasmin Williams
2022,Courtney Barnett
2022,Jarv Is...
2022,Jack White(billed as TBA)
2022,Caroline Polachek
2022,Cate Le Bon
2022,Warmduscher
2022,Big Joanie
2022,Deep Throat Choir
2022,Arctic Monkeys
2022,Royal Blood
2022,"Foo Fighters(billed as ""The Churnups"")[30]"
2022,Texas
2022,Stefflon Don
2022,Maisie Peters
2022,The Master Musicians of Joujouka
2022,Guns N' Roses
2022,Lizzo
2022,Lewis Capaldi
2022,Aitch
2022,Amadou & Mariam
2022,Raye
2022,Rick Astley
2022,Elton John
2022,Lil Nas X
2022,Blondie
2022,Yusuf / Cat Stevens
2022,The Chicks
2022,Sophie Ellis-Bextor
2022,Bristol Reggae Orchestra andWindrush Choir[31]
2022,Wizkid
2022,Fred Again..
2022,Chvrches
2022,Krept and Konan
2022,Carly Rae Jepsen
2022,The Lightning Seeds
2022,The Hives
2022,Ben Howard
2022,Lana Del Rey
2022,Central Cee
2022,Manic Street Preachers
2022,Maggie Rogers
2022,Generation Sex
2022,Tom Grennan
2022,The Lathums
2022,The Unthanks
2022,Queens of the Stone Age
2022,The War on Drugs
2022,Becky Hill
2022,Dermot Kennedy
2022,The Teskey Brothers
2022,Nova Twins
2022,Japanese Breakfast
2022,The Joy
2022,Kelis
2022,Young Fathers
2022,Joey Bada$$
2022,Gabriels
2022,Louis Cole
2022,ADG7
2022,Yaya Bey
2022,Star Feminine Band
2022,Loyle Carner
2022,Mahalia
2022,Ezra Collective
2022,Jacob Collier
2022,Third World
2022,Sudan Archives
2022,Kanda Bongo Man
2022,Say She She
2022,Rudimental
2022,Candi Staton
2022,Barrington Levy
2022,The Hu
2022,Speakers Corner Quartet
2022,"Black Country, New Road"
2022,Beth Orton
2022,Skinny Pelembe
2022,Hot Chip
2022,Warpaint
2022,Hozier(billed as TBA)
2022,Courteeners
2022,Pale Waves
2022,Digga D
2022,Flo
2022,Bru-C
2022,The Sixsters
2022,Christine & The Queens
2022,Rina Sawayama
2022,Maneskin
2022,Rick Astley&BlossomsperformThe Smiths(billed as TBA)
2022,Shame
2022,The Murder Capital
2022,Working Men's Club
2022,Wunderhorse
2022,The Last Dinner Party
2022,Phoenix
2022,Caroline Polachek
2022,Editors
2022,Slowdive
2022,Cat Burns
2022,The Big Moon
2022,CMAT
2022,The Love Buzz
2022,Fever Ray
2022,Sparks
2022,Shygirl
2022,The Comet Is Coming
2022,Unknown Mortal Orchestra
2022,Billy Nomates
2022,Los Bitchos
2022,Alabaster DePlume
2022,Adwaith
2022,Fatboy Slim
2022,Leftfield
2022,The Pretenders
2022,Tinariwen
2022,Obongjayar
2022,Jockstrap
2022,Flohio
2022,James Ellis Ford
2022,Max Richter
2022,alt-J
2022,Thundercat
2022,Alison Goldfrapp
2022,Viagra Boys
2022,Weyes Blood
2022,Charlotte Adigery&Bolis Pupul
2022,Gwenno
2022,John Francis Flynn
2022,Dua Lipa
2022,LCD Soundsystem
2022,PJ Harvey
2022,Paul Heaton
2022,Seventeen
2022,Olivia Dean
2022,Squeeze
2022,Coldplay
2022,Little Simz
2022,Michael Kiwanuka
2022,Keane
2022,Cyndi Lauper
2022,Ayra Starr
2022,Femi Kuti
2022,SZA
2022,Burna Boy
2022,Janelle Monae
2022,Shania Twain
2022,Paloma Faith
2022,Seasick Steve
2022,Interlinked byBirmingham Royal Ballet
2022,Idles
2022,D-Block Europe
2022,Anne Marie
2022,Bombay Bicycle Club
2022,Confidence Man
2022,Headie One
2022,The Snuts
2022,Annie Mac
2022,Disclosure
2022,The Streets
2022,Camilla Cabello
2022,Bloc Party
2022,The Last Dinner Party
2022,Tems
2022,The Staves
2022,Jamie Webster
2022,The National
2022,Two Door Cinema Club
2022,Avril Lavigne
2022,Nothing But Thieves
2022,James
2022,Soft Play
2022,Rachel Chinouriri
2022,The Zutons
2022,Jungle
2022,Heilung
2022,Danny Brown
2022,Sugababes
2022,Noname
2022,Squid
2022,Asha Puthli
2022,Sofia Kourtesis
2022,Jessie Ware
2022,Masego
2022,Black Pumas
2022,Nitin Sawhney
2022,Corrine Bailey Rae
2022,Alogte Oho & His Sounds of Joy
2022,The Skatalites
2022,47SOUL
2022,Justice
2022,Nia Archives
2022,Brittany Howard
2022,Jordan Rakei
2022,Steel Pulse
2022,Balming Tiger
2022,Jalen Ngonda
2022,Matthew Halsall
2022,Jamie XX
2022,Sampha
2022,Declan McKenna
2022,Arlo Parks
2022,The Vaccines
2022,Kenya Grace
2022,Remi Wolf
2022,Lambrini Girls
2022,Voice of Braceprot
2022,Gossip
2022,Sleaford Mods
2022,Yard Act
2022,Kasabian(billed as TBA)
2022,Fat White Family
2022,Soccer Mommy
2022,Mannequin Pussy
2022,High Vis
2022,Kneecap
2022,James Blake
2022,Romy
2022,Kim Gordon
2022,Alvvays
2022,Blondshell
2022,NewDad
2022,The K's
2022,Jayhadadream (ETC Competition Winner)
2022,Fontaines D.C.
2022,King Krule
2022,Aurora
2022,Dexys
2022,This Is The Kit
2022,The Mary Wallopers
2022,Barry Can't Swim
2022,Moonchild Sanelly
2022,Lynks
2022,Peggy Gou
2022,Orbital
2022,The Breeders
2022,Lankum
2022,Arooj Aftab
2022,Otoboke Beaver
2022,Bar Italia
2022,Kara Jackson
2022,Johnny Flynn
2022,London Grammar
2022,Ghetts
2022,Mount Kimbie
2022,Baxter Dury
2022,Mdou Moctar
2022,Psychedelic Porn Crumpets
2022,Lime Garden
2022,Problem Patterns
2022,The 1975
2022,Biffy Clyro
2022,Alanis Morissette
2022,Lewis Capaldi(billed as TBA)
2022,Burning Spear
2022,CMAT
2022,Supergrass
2022,Neil Young and the Chrome Hearts
2022,Raye
2022,"Pulp(billed as ""Patchwork"")"
2022,John Fogerty
2022,The Script
2022,Brandi Carlile
2022,Kaiser Chiefs
2022,Olivia Rodrigo
2022,Noah Kahan
2022,Nile Rodgers&Chic
2022,Rod Stewart
2022,The Libertines
2022,Celeste
2022,The Selecter
2022,Loyle Carner
2022,Busta Rhymes
2022,Gracie Abrams
2022,Franz Ferdinand
2022,Wet Leg
2022,Inhaler
2022,Rizzle Kicks
2022,Fabio&Grooveriderand the Outlook Orchestra
2022,Charli XCX
2022,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2022,Ezra Collective
2022,Amyl & The Sniffers
2022,Weezer
2022,Beabadoobee
2022,Good Neighbours
2022,Alessi Rose
2022,The Prodigy
2022,Wolf Alice
2022,Snow Patrol
2022,Turnstile
2022,Joy Crookes
2022,Shaboozey
2022,Nadine Shah
2022,Louis Dunford
2022,Maribou State
2022,Badbadnotgood
2022,Denzel Curry
2022,En Vogue
2022,Vieux Farka Toure
2022,Glass Beams
2022,Ca7riel & Paco Amoroso
2022,corto.alto
2022,Doechii
2022,Amaarae
2022,Greentea Peng
2022,Yussef Dayes
2022,Kneecap
2022,Bob Vylan
2022,Nilüfer Yanya
2022,Infinity Song
2022,Overmono
2022,Parcels
2022,The Brian Jonestown Massacre
2022,GOAT
2022,Black Uhuru
2022,Cymande
2022,Abel Selaocoeand the Bantu Ensemble
2022,Thandii
2022,Four Tet
2022,Floating Points
2022,PinkPantheress
2022,Blossoms
2022,Lola Young
2022,Shed Seven
2022,Fat Dog
2022,Myles Smith
2022,Lorde(billed as TBA)
2022,Scissor Sisters
2022,Tom Odell
2022,Father John Misty
2022,TV On The Radio
2022,Nova Twins
2022,JADE
2022,Fcukers
2022,Sorry
2022,The Amazons
2022,Jorja Smith
2022,AJ Tracey
2022,St. Vincent
2022,"Black Country, New Road"
2022,Djo
2022,Sprints
2022,Gurriers
2022,Westside Cowboy (ETC Competition Winner)
2022,Anohni and the Johnsons
2022,Self Esteem
2022,Wunderhorse
2022,Osees
2022,English Teacher
2022,Faye Webster
2022,Jalen Ngonda
2022,John Glacier
2022,Horsegirl
2022,Caribou
2022,Beth Gibbons
2022,Haim(billed as TBA)
2022,Gary Numan
2022,Pa Salieu
2022,Lucy Dacus
2022,Japanese Breakfast
2022,Ichiko Aoba
2022,Yann Tiersen
2022,The Maccabees
2022,Future Islands
2022,Kae Tempest
2022,Girl In Red
2022,Royel Otis
2022,Katy J Pearson
2022,Geordie Greep
2022,Melin Melyn
2022,Glastonbury 2008 previewat UKEvents.net
2022,eFestivals.com Glastonbury 2008 lineup rumours
2022,The Archive: a history of UK rock festivals
2023,Arctic Monkeys
2023,Royal Blood
2023,"Foo Fighters(billed as ""The Churnups"")[30]"
2023,Texas
2023,Stefflon Don
2023,Maisie Peters
2023,The Master Musicians of Joujouka
2023,Guns N' Roses
2023,Lizzo
2023,Lewis Capaldi
2023,Aitch
2023,Amadou & Mariam
2023,Raye
2023,Rick Astley
2023,Elton John
2023,Lil Nas X
2023,Blondie
2023,Yusuf / Cat Stevens
2023,The Chicks
2023,Sophie Ellis-Bextor
2023,Bristol Reggae Orchestra andWindrush Choir[31]
2023,Wizkid
2023,Fred Again..
2023,Chvrches
2023,Krept and Konan
2023,Carly Rae Jepsen
2023,The Lightning Seeds
2023,The Hives
2023,Ben Howard
2023,Lana Del Rey
2023,Central Cee
2023,Manic Street Preachers
2023,Maggie Rogers
2023,Generation Sex
2023,Tom Grennan
2023,The Lathums
2023,The Unthanks
2023,Queens of the Stone Age
2023,The War on Drugs
2023,Becky Hill
2023,Dermot Kennedy
2023,The Teskey Brothers
2023,Nova Twins
2023,Japanese Breakfast
2023,The Joy
2023,Kelis
2023,Young Fathers
2023,Joey Bada$$
2023,Gabriels
2023,Louis Cole
2023,ADG7
2023,Yaya Bey
2023,Star Feminine Band
2023,Loyle Carner
2023,Mahalia
2023,Ezra Collective
2023,Jacob Collier
2023,Third World
2023,Sudan Archives
2023,Kanda Bongo Man
2023,Say She She
2023,Rudimental
2023,Candi Staton
2023,Barrington Levy
2023,The Hu
2023,Speakers Corner Quartet
2023,"Black Country, New Road"
2023,Beth Orton
2023,Skinny Pelembe
2023,Hot Chip
2023,Warpaint
2023,Hozier(billed as TBA)
2023,Courteeners
2023,Pale Waves
2023,Digga D
2023,Flo
2023,Bru-C
2023,The Sixsters
2023,Christine & The Queens
2023,Rina Sawayama
2023,Maneskin
2023,Rick Astley&BlossomsperformThe Smiths(billed as TBA)
2023,Shame
2023,The Murder Capital
2023,Working Men's Club
2023,Wunderhorse
2023,The Last Dinner Party
2023,Phoenix
2023,Caroline Polachek
2023,Editors
2023,Slowdive
2023,Cat Burns
2023,The Big Moon
2023,CMAT
2023,The Love Buzz
2023,Fever Ray
2023,Sparks
2023,Shygirl
2023,The Comet Is Coming
2023,Unknown Mortal Orchestra
2023,Billy Nomates
2023,Los Bitchos
2023,Alabaster DePlume
2023,Adwaith
2023,Fatboy Slim
2023,Leftfield
2023,The Pretenders
2023,Tinariwen
2023,Obongjayar
2023,Jockstrap
2023,Flohio
2023,James Ellis Ford
2023,Max Richter
2023,alt-J
2023,Thundercat
2023,Alison Goldfrapp
2023,Viagra Boys
2023,Weyes Blood
2023,Charlotte Adigery&Bolis Pupul
2023,Gwenno
2023,John Francis Flynn
2023,Dua Lipa
2023,LCD Soundsystem
2023,PJ Harvey
2023,Paul Heaton
2023,Seventeen
2023,Olivia Dean
2023,Squeeze
2023,Coldplay
2023,Little Simz
2023,Michael Kiwanuka
2023,Keane
2023,Cyndi Lauper
2023,Ayra Starr
2023,Femi Kuti
2023,SZA
2023,Burna Boy
2023,Janelle Monae
2023,Shania Twain
2023,Paloma Faith
2023,Seasick Steve
2023,Interlinked byBirmingham Royal Ballet
2023,Idles
2023,D-Block Europe
2023,Anne Marie
2023,Bombay Bicycle Club
2023,Confidence Man
2023,Headie One
2023,The Snuts
2023,Annie Mac
2023,Disclosure
2023,The Streets
2023,Camilla Cabello
2023,Bloc Party
2023,The Last Dinner Party
2023,Tems
2023,The Staves
2023,Jamie Webster
2023,The National
2023,Two Door Cinema Club
2023,Avril Lavigne
2023,Nothing But Thieves
2023,James
2023,Soft Play
2023,Rachel Chinouriri
2023,The Zutons
2023,Jungle
2023,Heilung
2023,Danny Brown
2023,Sugababes
2023,Noname
2023,Squid
2023,Asha Puthli
2023,Sofia Kourtesis
2023,Jessie Ware
2023,Masego
2023,Black Pumas
2023,Nitin Sawhney
2023,Corrine Bailey Rae
2023,Alogte Oho & His Sounds of Joy
2023,The Skatalites
2023,47SOUL
2023,Justice
2023,Nia Archives
2023,Brittany Howard
2023,Jordan Rakei
2023,Steel Pulse
2023,Balming Tiger
2023,Jalen Ngonda
2023,Matthew Halsall
2023,Jamie XX
2023,Sampha
2023,Declan McKenna
2023,Arlo Parks
2023,The Vaccines
2023,Kenya Grace
2023,Remi Wolf
2023,Lambrini Girls
2023,Voice of Braceprot
2023,Gossip
2023,Sleaford Mods
2023,Yard Act
2023,Kasabian(billed as TBA)
2023,Fat White Family
2023,Soccer Mommy
2023,Mannequin Pussy
2023,High Vis
2023,Kneecap
2023,James Blake
2023,Romy
2023,Kim Gordon
2023,Alvvays
2023,Blondshell
2023,NewDad
2023,The K's
2023,Jayhadadream (ETC Competition Winner)
2023,Fontaines D.C.
2023,King Krule
2023,Aurora
2023,Dexys
2023,This Is The Kit
2023,The Mary Wallopers
2023,Barry Can't Swim
2023,Moonchild Sanelly
2023,Lynks
2023,Peggy Gou
2023,Orbital
2023,The Breeders
2023,Lankum
2023,Arooj Aftab
2023,Otoboke Beaver
2023,Bar Italia
2023,Kara Jackson
2023,Johnny Flynn
2023,London Grammar
2023,Ghetts
2023,Mount Kimbie
2023,Baxter Dury
2023,Mdou Moctar
2023,Psychedelic Porn Crumpets
2023,Lime Garden
2023,Problem Patterns
2023,The 1975
2023,Biffy Clyro
2023,Alanis Morissette
2023,Lewis Capaldi(billed as TBA)
2023,Burning Spear
2023,CMAT
2023,Supergrass
2023,Neil Young and the Chrome Hearts
2023,Raye
2023,"Pulp(billed as ""Patchwork"")"
2023,John Fogerty
2023,The Script
2023,Brandi Carlile
2023,Kaiser Chiefs
2023,Olivia Rodrigo
2023,Noah Kahan
2023,Nile Rodgers&Chic
2023,Rod Stewart
2023,The Libertines
2023,Celeste
2023,The Selecter
2023,Loyle Carner
2023,Busta Rhymes
2023,Gracie Abrams
2023,Franz Ferdinand
2023,Wet Leg
2023,Inhaler
2023,Rizzle Kicks
2023,Fabio&Grooveriderand the Outlook Orchestra
2023,Charli XCX
2023,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2023,Ezra Collective
2023,Amyl & The Sniffers
2023,Weezer
2023,Beabadoobee
2023,Good Neighbours
2023,Alessi Rose
2023,The Prodigy
2023,Wolf Alice
2023,Snow Patrol
2023,Turnstile
2023,Joy Crookes
2023,Shaboozey
2023,Nadine Shah
2023,Louis Dunford
2023,Maribou State
2023,Badbadnotgood
2023,Denzel Curry
2023,En Vogue
2023,Vieux Farka Toure
2023,Glass Beams
2023,Ca7riel & Paco Amoroso
2023,corto.alto
2023,Doechii
2023,Amaarae
2023,Greentea Peng
2023,Yussef Dayes
2023,Kneecap
2023,Bob Vylan
2023,Nilüfer Yanya
2023,Infinity Song
2023,Overmono
2023,Parcels
2023,The Brian Jonestown Massacre
2023,GOAT
2023,Black Uhuru
2023,Cymande
2023,Abel Selaocoeand the Bantu Ensemble
2023,Thandii
2023,Four Tet
2023,Floating Points
2023,PinkPantheress
2023,Blossoms
2023,Lola Young
2023,Shed Seven
2023,Fat Dog
2023,Myles Smith
2023,Lorde(billed as TBA)
2023,Scissor Sisters
2023,Tom Odell
2023,Father John Misty
2023,TV On The Radio
2023,Nova Twins
2023,JADE
2023,Fcukers
2023,Sorry
2023,The Amazons
2023,Jorja Smith
2023,AJ Tracey
2023,St. Vincent
2023,"Black Country, New Road"
2023,Djo
2023,Sprints
2023,Gurriers
2023,Westside Cowboy (ETC Competition Winner)
2023,Anohni and the Johnsons
2023,Self Esteem
2023,Wunderhorse
2023,Osees
2023,English Teacher
2023,Faye Webster
2023,Jalen Ngonda
2023,John Glacier
2023,Horsegirl
2023,Caribou
2023,Beth Gibbons
2023,Haim(billed as TBA)
2023,Gary Numan
2023,Pa Salieu
2023,Lucy Dacus
2023,Japanese Breakfast
2023,Ichiko Aoba
2023,Yann Tiersen
2023,The Maccabees
2023,Future Islands
2023,Kae Tempest
2023,Girl In Red
2023,Royel Otis
2023,Katy J Pearson
2023,Geordie Greep
2023,Melin Melyn
2023,Glastonbury 2008 previewat UKEvents.net
2023,eFestivals.com Glastonbury 2008 lineup rumours
2023,The Archive: a history of UK rock festivals
2024,Dua Lipa
2024,LCD Soundsystem
2024,PJ Harvey
2024,Paul Heaton
2024,Seventeen
2024,Olivia Dean
2024,Squeeze
2024,Coldplay
2024,Little Simz
2024,Michael Kiwanuka
2024,Keane
2024,Cyndi Lauper
2024,Ayra Starr
2024,Femi Kuti
2024,SZA
2024,Burna Boy
2024,Janelle Monae
2024,Shania Twain
2024,Paloma Faith
2024,Seasick Steve
2024,Interlinked byBirmingham Royal Ballet
2024,Idles
2024,D-Block Europe
2024,Anne Marie
2024,Bombay Bicycle Club
2024,Confidence Man
2024,Headie One
2024,The Snuts
2024,Annie Mac
2024,Disclosure
2024,The Streets
2024,Camilla Cabello
2024,Bloc Party
2024,The Last Dinner Party
2024,Tems
2024,The Staves
2024,Jamie Webster
2024,The National
2024,Two Door Cinema Club
2024,Avril Lavigne
2024,Nothing But Thieves
2024,James
2024,Soft Play
2024,Rachel Chinouriri
2024,The Zutons
2024,Jungle
2024,Heilung
2024,Danny Brown
2024,Sugababes
2024,Noname
2024,Squid
2024,Asha Puthli
2024,Sofia Kourtesis
2024,Jessie Ware
2024,Masego
2024,Black Pumas
2024,Nitin Sawhney
2024,Corrine Bailey Rae
2024,Alogte Oho & His Sounds of Joy
2024,The Skatalites
2024,47SOUL
2024,Justice
2024,Nia Archives
2024,Brittany Howard
2024,Jordan Rakei
2024,Steel Pulse
2024,Balming Tiger
2024,Jalen Ngonda
2024,Matthew Halsall
2024,Jamie XX
2024,Sampha
2024,Declan McKenna
2024,Arlo Parks
2024,The Vaccines
2024,Kenya Grace
2024,Remi Wolf
2024,Lambrini Girls
2024,Voice of Braceprot
2024,Gossip
2024,Sleaford Mods
2024,Yard Act
2024,Kasabian(billed as TBA)
2024,Fat White Family
2024,Soccer Mommy
2024,Mannequin Pussy
2024,High Vis
2024,Kneecap
2024,James Blake
2024,Romy
2024,Kim Gordon
2024,Alvvays
2024,Blondshell
2024,NewDad
2024,The K's
2024,Jayhadadream (ETC Competition Winner)
2024,Fontaines D.C.
2024,King Krule
2024,Aurora
2024,Dexys
2024,This Is The Kit
2024,The Mary Wallopers
2024,Barry Can't Swim
2024,Moonchild Sanelly
2024,Lynks
2024,Peggy Gou
2024,Orbital
2024,The Breeders
2024,Lankum
2024,Arooj Aftab
2024,Otoboke Beaver
2024,Bar Italia
2024,Kara Jackson
2024,Johnny Flynn
2024,London Grammar
2024,Ghetts
2024,Mount Kimbie
2024,Baxter Dury
2024,Mdou Moctar
2024,Psychedelic Porn Crumpets
2024,Lime Garden
2024,Problem Patterns
2024,The 1975
2024,Biffy Clyro
2024,Alanis Morissette
2024,Lewis Capaldi(billed as TBA)
2024,Burning Spear
2024,CMAT
2024,Supergrass
2024,Neil Young and the Chrome Hearts
2024,Raye
2024,"Pulp(billed as ""Patchwork"")"
2024,John Fogerty
2024,The Script
2024,Brandi Carlile
2024,Kaiser Chiefs
2024,Olivia Rodrigo
2024,Noah Kahan
2024,Nile Rodgers&Chic
2024,Rod Stewart
2024,The Libertines
2024,Celeste
2024,The Selecter
2024,Loyle Carner
2024,Busta Rhymes
2024,Gracie Abrams
2024,Franz Ferdinand
2024,Wet Leg
2024,Inhaler
2024,Rizzle Kicks
2024,Fabio&Grooveriderand the Outlook Orchestra
2024,Charli XCX
2024,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2024,Ezra Collective
2024,Amyl & The Sniffers
2024,Weezer
2024,Beabadoobee
2024,Good Neighbours
2024,Alessi Rose
2024,The Prodigy
2024,Wolf Alice
2024,Snow Patrol
2024,Turnstile
2024,Joy Crookes
2024,Shaboozey
2024,Nadine Shah
2024,Louis Dunford
2024,Maribou State
2024,Badbadnotgood
2024,Denzel Curry
2024,En Vogue
2024,Vieux Farka Toure
2024,Glass Beams
2024,Ca7riel & Paco Amoroso
2024,corto.alto
2024,Doechii
2024,Amaarae
2024,Greentea Peng
2024,Yussef Dayes
2024,Kneecap
2024,Bob Vylan
2024,Nilüfer Yanya
2024,Infinity Song
2024,Overmono
2024,Parcels
2024,The Brian Jonestown Massacre
2024,GOAT
2024,Black Uhuru
2024,Cymande
2024,Abel Selaocoeand the Bantu Ensemble
2024,Thandii
2024,Four Tet
2024,Floating Points
2024,PinkPantheress
2024,Blossoms
2024,Lola Young
2024,Shed Seven
2024,Fat Dog
2024,Myles Smith
2024,Lorde(billed as TBA)
2024,Scissor Sisters
2024,Tom Odell
2024,Father John Misty
2024,TV On The Radio
2024,Nova Twins
2024,JADE
2024,Fcukers
2024,Sorry
2024,The Amazons
2024,Jorja Smith
2024,AJ Tracey
2024,St. Vincent
2024,"Black Country, New Road"
2024,Djo
2024,Sprints
2024,Gurriers
2024,Westside Cowboy (ETC Competition Winner)
2024,Anohni and the Johnsons
2024,Self Esteem
2024,Wunderhorse
2024,Osees
2024,English Teacher
2024,Faye Webster
2024,Jalen Ngonda
2024,John Glacier
2024,Horsegirl
2024,Caribou
2024,Beth Gibbons
2024,Haim(billed as TBA)
2024,Gary Numan
2024,Pa Salieu
2024,Lucy Dacus
2024,Japanese Breakfast
2024,Ichiko Aoba
2024,Yann Tiersen
2024,The Maccabees
2024,Future Islands
2024,Kae Tempest
2024,Girl In Red
2024,Royel Otis
2024,Katy J Pearson
2024,Geordie Greep
2024,Melin Melyn
2024,Glastonbury 2008 previewat UKEvents.net
2024,eFestivals.com Glastonbury 2008 lineup rumours
2024,The Archive: a history of UK rock festivals
2025,The 1975
2025,Biffy Clyro
2025,Alanis Morissette
2025,Lewis Capaldi(billed as TBA)
2025,Burning Spear
2025,CMAT
2025,Supergrass
2025,Neil Young and the Chrome Hearts
2025,Raye
2025,"Pulp(billed as ""Patchwork"")"
2025,John Fogerty
2025,The Script
2025,Brandi Carlile
2025,Kaiser Chiefs
2025,Olivia Rodrigo
2025,Noah Kahan
2025,Nile Rodgers&Chic
2025,Rod Stewart
2025,The Libertines
2025,Celeste
2025,The Selecter
2025,Loyle Carner
2025,Busta Rhymes
2025,Gracie Abrams
2025,Franz Ferdinand
2025,Wet Leg
2025,Inhaler
2025,Rizzle Kicks
2025,Fabio&Grooveriderand the Outlook Orchestra
2025,Charli XCX
2025,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2025,Ezra Collective
2025,Amyl & The Sniffers
2025,Weezer
2025,Beabadoobee
2025,Good Neighbours
2025,Alessi Rose
2025,The Prodigy
2025,Wolf Alice
2025,Snow Patrol
2025,Turnstile
2025,Joy Crookes
2025,Shaboozey
2025,Nadine Shah
2025,Louis Dunford
2025,Maribou State
2025,Badbadnotgood
2025,Denzel Curry
2025,En Vogue
2025,Vieux Farka Toure
2025,Glass Beams
2025,Ca7riel & Paco Amoroso
2025,corto.alto
2025,Doechii
2025,Amaarae
2025,Greentea Peng
2025,Yussef Dayes
2025,Kneecap
2025,Bob Vylan
2025,Nilüfer Yanya
2025,Infinity Song
2025,Overmono
2025,Parcels
2025,The Brian Jonestown Massacre
2025,GOAT
2025,Black Uhuru
2025,Cymande
2025,Abel Selaocoeand the Bantu Ensemble
2025,Thandii
2025,Four Tet
2025,Floating Points
2025,PinkPantheress
2025,Blossoms
2025,Lola Young
2025,Shed Seven
2025,Fat Dog
2025,Myles Smith
2025,Lorde(billed as TBA)
2025,Scissor Sisters
2025,Tom Odell
2025,Father John Misty
2025,TV On The Radio
2025,Nova Twins
2025,JADE
2025,Fcukers
2025,Sorry
2025,The Amazons
2025,Jorja Smith
2025,AJ Tracey
2025,St. Vincent
2025,"Black Country, New Road"
2025,Djo
2025,Sprints
2025,Gurriers
2025,Westside Cowboy (ETC Competition Winner)
2025,Anohni and the Johnsons
2025,Self Esteem
2025,Wunderhorse
2025,Osees
2025,English Teacher
2025,Faye Webster
2025,Jalen Ngonda
2025,John Glacier
2025,Horsegirl
2025,Caribou
2025,Beth Gibbons
2025,Haim(billed as TBA)
2025,Gary Numan
2025,Pa Salieu
2025,Lucy Dacus
2025,Japanese Breakfast
2025,Ichiko Aoba
2025,Yann Tiersen
2025,The Maccabees
2025,Future Islands
2025,Kae Tempest
2025,Girl In Red
2025,Royel Otis
2025,Katy J Pearson
2025,Geordie Greep
2025,Melin Melyn
2025,Glastonbury 2008 previewat UKEvents.net
2025,eFestivals.com Glastonbury 2008 lineup rumours
2025,The Archive: a history of UK rock festivals
